ticker,display_name,joined_on,left_on,delisted_or_removed,cik,cik_source,cik_note
WLP,,1999-06-09,2004-12-01,True,,,no display_name recorded; ticker not in anchors nor current map
WLTW,,2016-01-05,2022-01-10,True,0001140536,edgar_full_text_search,"全文檢索:成分期 2016-01-05~2022-01-10 內 100/100 份 10-K/10-Q 印有代號 WLTW,全屬 0001140536(WILLIS TOWERS WATSON PLC);該 CIK 申報期 2001-05-15~2026-08-17 覆蓋成分期"
WM,Waste Management,1998-07-17,,False,0000823768,anchors,今日對照
WMB,Williams Companies,1996-01-02,,False,0000107263,anchors,今日對照
WMT,Walmart,1996-01-02,,False,0000104169,anchors,今日對照
WMX,,1996-01-02,1998-07-17,True,,,no display_name recorded; ticker not in anchors nor current map
WNDXQ,,1996-01-02,2004-12-03,True,,,no display_name recorded; ticker not in anchors nor current map
WOR,,1996-01-02,2004-12-20,True,,,no display_name recorded; ticker not in anchors nor current map
WPX,,2012-01-03,2014-03-24,True,0001518832,edgar_full_text_search,"全文檢索:成分期 2012-01-03~2014-03-24 內 71/100 份 10-K/10-Q 印有代號 WPX,全屬 0001518832(WPX ENERGY, INC.);該 CIK 申報期 2011-04-29~2026-06-24 覆蓋成分期"
WRB,W. R. Berkley Corporation,2019-12-05,,False,0000011544,anchors,今日對照
WRK,,2015-07-02,2024-07-08,True,0001732845,edgar_full_text_search,"全文檢索:成分期 2015-07-02~2024-07-08 內 91/100 份 10-K/10-Q 印有代號 WRK,全屬 0001732845(WestRock Co);該 CIK 申報期 2018-03-28~2025-11-19 覆蓋成分期"
WSM,"Williams-Sonoma, Inc.",2025-03-24,,False,0000719955,anchors,今日對照
WST,West Pharmaceutical Services,2020-05-22,,False,0000105770,anchors,今日對照
WTW,Willis Towers Watson,2022-01-10,,False,0001140536,anchors,今日對照
WU,,2006-10-02,2021-12-20,True,0001365135,anchors,今日對照·已核實
WWY,,1996-01-02,2008-10-07,True,,,no display_name recorded; ticker not in anchors nor current map
WY,Weyerhaeuser,1996-01-02,,False,0000106535,anchors,今日對照
WYE,,1996-01-02,2009-10-16,True,,,no display_name recorded; ticker not in anchors nor current map
WYND,,2006-08-01,2018-05-31,True,,,no display_name recorded; ticker not in anchors nor current map
WYNN,Wynn Resorts,2008-11-14,,False,0001174922,anchors,今日對照
X,,1996-01-02,2014-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
XEC,,2014-06-20,2020-03-03,True,0001168054,edgar_full_text_search,"全文檢索:成分期 2014-06-20~2020-03-03 內 79/100 份 10-K/10-Q 印有代號 XEC,全屬 0001168054(CIMAREX ENERGY CO);該 CIK 申報期 2002-02-25~2021-10-12 覆蓋成分期"
XEL,Xcel Energy,1996-01-02,,False,0000072903,anchors,今日對照
XL,,2001-09-04,2018-09-12,True,0000875159,edgar_full_text_search,"全文檢索:成分期 2001-09-04~2018-09-12 內 75/100 份 10-K/10-Q 印有代號 XL,全屬 0000875159(XL GROUP LTD);該 CIK 申報期 1996-02-13~2019-02-13 覆蓋成分期"
XLNX,,1999-11-08,2022-02-15,True,0000743988,edgar_full_text_search,"全文檢索:成分期 1999-11-08~2022-02-15 內 100/100 份 10-K/10-Q 印有代號 XLNX,全屬 0000743988(XILINX INC);該 CIK 申報期 1994-12-09~2022-03-11 覆蓋成分期"
XOM,ExxonMobil,1996-01-02,,False,0002115436,anchors,今日對照
XRAY,,2008-11-14,2024-04-02,True,0000818479,anchors,今日對照·已核實
XRX,,1996-01-02,2021-03-22,True,0001770450,anchors,今日對照·已核實
XTO,,2004-12-29,2010-06-28,True,,,no display_name recorded; ticker not in anchors nor current map
XYL,Xylem Inc.,2011-11-01,,False,0001524472,anchors,今日對照
XYZ,"Block, Inc.",2025-07-23,,False,0001512673,anchors,今日對照
YNR,,2000-01-06,2000-10-03,True,,,no display_name recorded; ticker not in anchors nor current map
YRCW,,1996-01-02,1996-11-04,True,,,no display_name recorded; ticker not in anchors nor current map
YUM,Yum! Brands,1997-10-07,,False,0001041061,anchors,今日對照
ZBH,Zimmer Biomet,2001-08-07,,False,0001136869,anchors,今日對照
ZBRA,Zebra Technologies,2019-12-23,,False,0000877212,anchors,今日對照
ZION,,2001-06-25,2024-03-18,True,0000109380,anchors,今日對照·已核實
ZTS,Zoetis,2013-06-24,,False,0001555280,anchors,今日對照
